dup_group_id,record_id,parent_record_id,records_hierarchy,server_name,date_first_seen,title,title_clean_v2,authors_flat,cluster_size
crossref::10.2139/ssrn.4103637,crossref::10.2139/ssrn.4103637,,parent,SSRN,2022-01-01,Gender Homophily in Job Referrals: Evidence From a Field Study Among University Students,gender homophily in job referrals evidence from a field study among university students,"Hederos, Karin; Sandberg, Anna; Kvissberg, Lukas; Polano, Erik",2
crossref::10.2139/ssrn.4103637,crossref::10.2139/ssrn.4377970,crossref::10.2139/ssrn.4103637,parent - duplicate (SSRN),SSRN,2023-01-01,Gender Homophily in Job Referrals: Evidence from a Field Study Among University Students,gender homophily in job referrals evidence from a field study among university students,"Hederos, Karin; Sandberg, Anna; Kvissberg, Lukas; Polano, Erik",2
