dup_group_id,record_id,parent_record_id,records_hierarchy,server_name,date_first_seen,title,title_clean_v2,authors_flat,cluster_size
datacite::10.48550/arxiv.2206.13851,datacite::10.48550/arxiv.2206.13851,,parent,arXiv,2022-06-29,Which arithmetic operations can be performed in constant time in the RAM model with addition?,which arithmetic operations can be performed in constant time in the ram model with addition,"Grandjean, Étienne; Jachiet, Louis",2
datacite::10.48550/arxiv.2206.13851,openalex::W4372778718,datacite::10.48550/arxiv.2206.13851,parent - duplicate (HAL),HAL,2022-11-08,Which arithmetic operations can be performed in constant time in the RAM model with addition?,which arithmetic operations can be performed in constant time in the ram model with addition,Étienne Grandjean; Louis Jachiet,2
