dup_group_id,record_id,parent_record_id,records_hierarchy,server_name,date_first_seen,title,title_clean_v2,authors_flat,cluster_size
datacite::10.48550/arxiv.2204.11253,datacite::10.48550/arxiv.2204.11253,,parent,arXiv,2022-04-26,Critical orbits in Schwarzschild black hole with quintessence and string cloud background space-times,critical orbits in schwarzschild black hole with quintessence and string cloud background space times,"R, Surya Shankar",2
datacite::10.48550/arxiv.2204.11253,openalex::W4309404705,datacite::10.48550/arxiv.2204.11253,parent - duplicate (HAL),HAL,2022-07-17,Geodesic motion in Schwarzschild black hole with quintessence and string cloud background space-times,geodesic motion in schwarzschild black hole with quintessence and string cloud background space times,Surya Shankar R,2
